Sr. No,RoadName,Description,Latitude,Longitude
2950,Yio Chu Kang Rd,Aft KLC Intl Inst,1.391952167,103.853368
2951,Yio Chu Kang Rd,Opp Sunrise Gdns,1.391771334,103.8559733
2952,Yio Chu Kang Rd,Aft Sunrise Gdns,1.391294037,103.856304
2953,Yio Chu Kang Rd,Opp Serenity Pk,1.390940142,103.8596792
2954,Yio Chu Kang Rd,Serenity Pk,1.390494473,103.8599335
2955,Ang Mo Kio Ave 5,Blk 180,1.376955563,103.8377737
2956,Ang Mo Kio Ave 5,Blk 617,1.377285307,103.8378471
2957,Ang Mo Kio Ave 5,Opp Blk 604,1.379431389,103.8351978
2958,Ang Mo Kio Ave 5,Blk 604,1.37955302,103.8354994
2959,Ang Mo Kio Ave 4,BLK 612,1.37986282,103.8396597
2960,Ang Mo Kio Ave 4,BLK 641,1.378940116,103.8400749
2961,Ang Mo Kio Ave 4,OPP BLK 622,1.381513056,103.8390206
2962,Ang Mo Kio Ave 4,BLK 622,1.381476389,103.8392681
2963,Ang Mo Kio Ave 9,Ang Mo Kio Comm Hosp,1.383394401,103.8403312
2964,Ang Mo Kio Ave 9,Opp Ang Mo Kio Comm Hosp,1.383362,103.84065
2965,Ang Mo Kio St 61,Opp Yio Chu Kang Cc,1.381236392,103.8410023
2966,Ang Mo Kio Ave 6,CASTLE GREEN,1.385643889,103.8422978
2967,Ang Mo Kio Ave 6,OPP CASTLE GREEN,1.385731799,103.8425943
2968,Ang Mo Kio Ave 6,Opp Yio Chu Kang Stn,1.381432514,103.8438923
2969,Ang Mo Kio Ave 6,Yio Chu Kang Stn,1.382619958,103.8438384
2970,Ang Mo Kio St 61,Blk 645,1.379524768,103.8426632
2971,Ang Mo Kio Ave 6,Opp Anderson JC,1.37859114,103.8443777
2972,Ang Mo Kio Ave 6,Anderson JC,1.378631667,103.8446844
2973,Ang Mo Kio St 62,Aft Ang Mo Kio Fire Stn,1.386037595,103.8455676
2974,Ang Mo Kio St 62,Bef Ang Mo Kio Ave 9,1.385607252,103.8459306
2975,Ang Mo Kio St 64,Opp SMRT Buses AMK Depot,1.387790028,103.8462112
2976,Ang Mo Kio St 64,SMRT Buses AMK Depot,1.38851043,103.8459157
2977,Ang Mo Kio St 63,Opp Sbst Ang Mo Kio Depot,1.385760939,103.8483169
2978,Ang Mo Kio St 63,Sbst Ang Mo Kio Depot,1.386997778,103.8480411
2979,Lentor Ave,Aft Yio Chu Kang Rd,1.389329853,103.8407103
2980,Lentor Ave,Bef Yio Chu Kang Rd,1.389664059,103.840852
2981,Lentor Ave,Countryside Est,1.390936005,103.8388558
2982,Lentor Ave,Opp Countryside Est,1.391413462,103.8387287
2983,Lentor Ave,Bullion Pk Condo,1.392424444,103.8364956
2984,Lentor Ave,Opp Bullion Pk Condo,1.39252555,103.8369165
2985,Lentor Ave,Aft Lentor Flyover,1.394998333,103.8325139
2986,Lentor Ave,Lentor Flyover,1.394147371,103.8343381
2987,Lentor Ave,Aft SLE,1.398136957,103.8288132
2988,Lentor Ave,LP 94,1.398443393,103.8290392
2989,Ang Mo Kio Ave 9,AMK Police Div HQ,1.384251667,103.8444567
2990,Ang Mo Kio Ave 9,Opp AMK Police Div HQ,1.384083333,103.8444475
2991,Ang Mo Kio Ave 9,Opp Yio Chu Kang Stadium,1.384303578,103.8468397
2992,Ang Mo Kio Ave 9,Yio Chu Kang Stadium,1.384086699,103.8467826
2993,Ang Mo Kio Ave 8,Opp Nanyang Poly,1.378363333,103.8472253
2994,Ang Mo Kio Ave 8,Nanyang Poly,1.379019701,103.8472253
2995,Lentor Loop,Aft Lentor Gr,1.386922462,103.837141
2996,Lentor Loop,Aft Florissa Pk,1.38708226,103.8371164
2997,Lentor Dr,Opp Thomson Gr,1.384985816,103.8366995
2998,Lentor Dr,Thomson Gr,1.384791442,103.8364931
2999,Lentor Rd,Opp Fudu Wk P/G,1.389736788,103.836964
3000,Lentor Loop,Countryside Gdn P/G,1.389836856,103.838605
3001,Lentor Loop,Aft Lentor St,1.388614367,103.8344045
3002,Lentor Loop,Bef Bullion Pk,1.38990417,103.8362464
3003,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.381132415,103.8455559
3004,Upp Thomson Rd,Bef Ang Mo Kio Ave 1,1.369495535,103.8286291
3005,Upp Thomson Rd,Opp S'wang Hill FC,1.37242859,103.8284292
3006,Upp Thomson Rd,Bef Sembawang Hill FC,1.373595,103.8287
3007,Upp Thomson Rd,Bef Yio Chu Kang Rd,1.376956667,103.8282253
3008,Upp Thomson Rd,Aft Yio Chu Kang Rd,1.376730556,103.8284839
3009,Upp Thomson Rd,Opp Meadows @ Peirce,1.379161667,103.8275778
3010,Upp Thomson Rd,Meadows @ Peirce,1.379456389,103.8276883
3011,Upp Thomson Rd,Opp Tagore Rd,1.38249473,103.825764
3012,Upp Thomson Rd,Bef Tagore Rd,1.382688058,103.8260455
3013,Upp Thomson Rd,Aft Tagore Dr,1.385147519,103.8228745
3014,Upp Thomson Rd,Bef Tagore Dr,1.385304995,103.8232088
3015,Upp Thomson Rd,Bef Old Upp Thomson Rd,1.387177444,103.8196482
3016,Upp Thomson Rd,Aft Old Upp Thomson Rd,1.38756641,103.8195979
3017,Upp Thomson Rd,Bef SLE,1.391697967,103.8182131
3018,Upp Thomson Rd,Aft SLE,1.392050912,103.8186111
3019,Upp Thomson Rd,Bef Springleaf Rd,1.396345266,103.8184117
3020,Upp Thomson Rd,Aft Springleaf Rd,1.396068178,103.8188299
3021,Yio Chu Kang Rd,Opp NPB Serangoon Depot,1.378798333,103.8294408
3022,Yio Chu Kang Rd,NPB Serangoon Depot,1.378923333,103.8300364
3023,Yio Chu Kang Rd,Aft Munshi Abdullah Ave,1.380593816,103.8322476
3024,Yio Chu Kang Rd,Bef Thomson Hills Dr,1.380318633,103.8324031
3025,Ang Mo Kio Ave 2,St. Nicholas Girls',1.371991667,103.8332083
3026,Ang Mo Kio Ave 2,Opp St. Nicholas Girls',1.372958319,103.8330111
3027,Ang Mo Kio Ave 2,Opp Horizon Gdns,1.376374722,103.8344186
3028,Ang Mo Kio Ave 2,Horizon Gdns,1.376844444,103.8348403
3029,Ang Mo Kio Ave 1,AFT Ang mo kio avenue 2,1.36786219,103.8317274
3030,Ang Mo Kio Ave 1,BEF Ang mo kio avenue 2,1.367418354,103.832334
3031,Ang Mo Kio Ave 2,Bef Shangri-La Wk,1.370231678,103.8323266
3032,Upp Thomson Rd,Opp Springleaf Nature Pk,1.400157254,103.8171721
3033,Upp Thomson Rd,Springleaf Nature Pk,1.400562609,103.8173447
3034,Sembawang Rd,Forest Hills Condo,1.404140741,103.8183424
3035,Sembawang Rd,Aft The Springside,1.403962906,103.8186226
3036,Sembawang Rd,Nee Soon Driclad Ctr,1.40705412,103.8201226
3037,Sembawang Rd,SPIRITUAL GRACE PRESBY CH,1.4061175,103.8199872
3038,Sembawang Rd,Nee Soon HQ 22 SIB,1.410692683,103.8219231
3039,Sembawang Rd,Opp Nee Soon HQ 22 SIB,1.410820278,103.8223353
3040,Sembawang Rd,Aft Sembawang Air Base,1.415271255,103.8233737
3041,Sembawang Rd,Opp Sembawang Air Base,1.414727778,103.8235655
3042,Sembawang Rd,Dieppe Barracks,1.419961423,103.8245264
3043,Sembawang Rd,Opp Dieppe Barracks,1.418965927,103.8246055
3044,Sembawang Rd,Opp Khatib Camp,1.425016081,103.8255058
3045,Sembawang Rd,Khatib Camp,1.424438602,103.8256679
3046,Sembawang Rd,Opp Blk 713,1.427536111,103.8265547
3047,Sembawang Rd,Blk 713,1.427405009,103.8268567
3048,Sembawang Rd,Opp Blk 101,1.431236226,103.8265494
3049,Sembawang Rd,Blk 101,1.431302571,103.8268877
3050,Sembawang Rd,Opp Blk 115B,1.433450833,103.8263113
3051,Sembawang Rd,Blk 114,1.434186569,103.8264145
3052,Sembawang Rd,Opp Jln Kemuning,1.438084138,103.8252975
3053,Sembawang Rd,Aft Jln Kemuning,1.437956621,103.8255963
3054,Mandai Rd,Bef Upp Thomson Rd,1.402482551,103.8169623
3055,Mandai Rd,Aft Upp Thomson Rd,1.402368163,103.8168955
3056,Sembawang Vista,Sembawang Int,1.447481793,103.8194139
3057,Sembawang Rd,Opp Sembawang Shop Ctr,1.441356114,103.8241875
3058,Sembawang Rd,Aft Sembawang Shop Ctr,1.440851088,103.82473
3059,Sembawang Rd,Bef Canberra Rd,1.44324137,103.8236786
3060,Sembawang Rd,Aft Canberra Rd,1.443159194,103.8239851
3061,Sembawang Rd,Blk 590C,1.449393465,103.8268558
3062,Sembawang Rd,Opp Blk 590C,1.449195252,103.8270354
3063,Sembawang Rd,Blk 592C,1.450879722,103.8284308
3064,Sembawang Rd,Opp Blk 592C,1.450790077,103.828663
3065,Sembawang Rd,Aft Durban Rd,1.452964231,103.8311063
3066,Sembawang Rd,Opp Durban Rd,1.452713863,103.831184
3067,Sembawang Rd,Bef Jln Basong,1.455284221,103.8338898
3068,Sembawang Rd,Aft Jln Basong,1.455004462,103.8338122
3069,Sembawang Rd,Opp Jln Janggus,1.458251944,103.8359461
3070,Sembawang Rd,Aft Andrews Ave,1.458732559,103.8365422
3071,Sembawang Rd,Sembawang Pk,1.46211498,103.8379192
3072,Sembawang Rd,Opp Sembawang Pk,1.461498762,103.8375658
3073,Canberra Rd,Blk 311,1.446672778,103.8228228
3074,Canberra Rd,Opp Blk 311,1.446676079,103.823093
3075,Canberra Rd,Blk 351 CP,1.450962723,103.8207523
3076,Canberra Rd,Blk 502A,1.450999255,103.8210232
3077,Canberra Rd,Blk 424A CP,1.453291155,103.8192948
3078,Canberra Rd,Blk 508 CP,1.452842161,103.8198822
3079,Canberra Rd,Aft Assyafaah Mque,1.456253333,103.82046
3080,Canberra Rd,Bef Assyafaah Mque,1.456375644,103.8207457
3081,Admiralty Rd West,Sembawang Camp,1.463365158,103.8165318
3082,Admiralty Rd West,Opp Sembawang Shipyard G 8,1.461903592,103.8178892
3083,Canberra Rd,Bef Sembawang Stn,1.448359043,103.8220134
3084,Canberra Rd,Aft Admiral Hill,1.448217087,103.8223561
3085,Admiralty Rd West,Bef Sembawang Shipyard G 3,1.460527557,103.8203735
3086,Admiralty Rd West,Aft HomeTeamNS Sembawang Resort,1.459786963,103.8209245
3087,Admiralty Rd West,Sembawang Corp Industries,1.458905808,103.8237988
3088,Admiralty Rd West,Opp Sembawang Corp Industries,1.458556453,103.82351
3089,Admiralty Rd West,Sembawang Drug Rehab Ctr,1.45964275,103.8262572
3090,Admiralty Rd West,Opp Sembawang Drug Rehab Ctr,1.459154444,103.8260118
3091,Admiralty Rd East,Aft Wellington Rd,1.458752029,103.8287551
3092,Admiralty Rd East,OPP AUCKLAND ROAD WEST,1.459050157,103.8278843
3093,Admiralty Rd East,Aft Queen'S Ave,1.455312349,103.83099
3094,Admiralty Rd East,Aft Pakistan Rd,1.455240833,103.8306264
3095,Sembawang Way,Sembawang Stn,1.449262026,103.819794
3096,Sembawang Way,Opp Sembawang Stn,1.449534637,103.8199297
3097,Sembawang Way,Blk 339 CP,1.448592648,103.8170658
3098,Sembawang Way,Blk 358A CP,1.448750841,103.8168059
3099,Sembawang Vista,Sembawang Int,1.447220646,103.8201849
3100,Sembawang Vista,Blk 309,1.447117222,103.8211856
3101,Sembawang Dr,Sun Plaza,1.448031488,103.8189521
3102,Sembawang Dr,Opp Sun Plaza,1.447772672,103.8189515
3103,Canberra Link,VISIONAIRE,1.447102138,103.8272631
3104,Canberra Link,OPP VISIONAIRE,1.447023616,103.82762
3105,Sembawang Cres,Blk 335,1.447027835,103.8147065
3106,Sembawang Cres,Opp Blk 336A CP,1.446584623,103.8145692
3107,Sembawang Cres,Sembawang Sec Sch,1.445013675,103.8162666
3108,Sembawang Cres,Opp Sembawang Sec Sch,1.444859608,103.8162716
3109,Sembawang Dr,Blk 317,1.4457932,103.8199449
3110,Sembawang Dr,Blk 328,1.445829153,103.8196846
3111,Gambas Ave,3M Bldg,1.444856506,103.8105506
3112,Gambas Ave,Opp 3M Bldg,1.444660636,103.8103665
3113,Sembawang Dr,Blk 354 CP,1.450197954,103.8181046
3114,Sembawang Dr,Blk 357C,1.449769339,103.8180219
3115,Admiralty Dr,Bet Blks 357/359,1.450205738,103.8161452
3116,Admiralty Dr,Blk 474,1.450501869,103.8165596
3117,Canberra Link,Blk 589D,1.449741296,103.8239761
3118,Canberra Link,Opp Blk 589D,1.449361385,103.8243057
3119,Sembawang Dr,Blk 405,1.452679929,103.8168777
3120,Sembawang Dr,Blk 478,1.452731395,103.8164234
3121,Sembawang Dr,Blk 483,1.455935487,103.8149106
3122,Sembawang Dr,Opp Blk 484A CP,1.4561944,103.8146541
3123,Admiralty St,Nth Link Bldg,1.461186885,103.8127071
3124,Admiralty St,BEF ACACIA HME,1.460774518,103.8120614
3125,Sembawang Cres,Bet Blks 325/326,1.444490096,103.8190895
3126,Sembawang Cres,Opp Blk 325,1.444285741,103.8190051
3127,Sembawang Way,Blk 469B,1.447970493,103.8133779
3128,Sembawang Way,Opp Blk 469B,1.44773992,103.8135667
3129,Sembawang Ave,Blk 303,1.444264722,103.8224122
3130,Sembawang Ave,Opp Blk 303,1.443999125,103.8225647
3131,Admiralty Link,Opp Blk 491,1.455756583,103.8180021
3132,Admiralty Link,Blk 491,1.456108385,103.8181006
3133,Admiralty Link,Blk 404A CP,1.454612002,103.8165837
3134,Admiralty Link,Blk 482A CP,1.454644618,103.8158379
3135,Admiralty Dr,Blk 353,1.451306124,103.8190292
3136,Admiralty Dr,Bet Blks 415/416,1.45151629,103.8189253
3137,Champions Way,Innova JC,1.428578964,103.7883392
3138,Champions Way,S'pore Sports Sch,1.427092047,103.7890672
3139,Sembawang Dr,Aft Heavy Veh Pk,1.460026603,103.8153724
3140,Sembawang Dr,Bef Heavy Veh Pk,1.459940307,103.8151406
3141,Champions Way,Innova Pr Sch,1.429655918,103.7904456
3142,Woodlands Dr 17,Aft Innova Pr Sch,1.428336328,103.7897712
3143,Wellington Circle,Opp Wellington Pr Sch,1.453059052,103.8226793
3144,Wellington Circle,Wellington Pr Sch,1.452859466,103.8225109
3145,Montreal Dr,Opp Blk 507A,1.452721743,103.8243134
3146,Montreal Dr,Blk 506A,1.452058697,103.8242877
3147,Montreal Link,Blk 592A,1.450718783,103.8270849
3148,Montreal Link,Blk 590A,1.450599271,103.8269643
3149,Canberra st,Blk 104C,1.44964,103.8315
3150,Canberra st,OPP BLK 104B,1.44973306,103.831062
3151,Canberra st,BLK 106A,1.44819389,103.8326
3152,Canberra st,BLK 108 CP,1.44801889,103.832461
3153,Canberra Way,BLK 129A,1.44543806,103.8323
3154,Canberra Way,BLK 120A,1.44576806,103.832311
3155,Yishun Ave 2,Yishun Temp Int,1.429973709,103.8374345
3156,Lentor Ave,Bef Sg Seletar Bridge,1.402050599,103.8273791
3157,Lentor Ave,Aft Sg Seletar Bridge,1.402176703,103.8276304
3158,Lentor Ave,Bef Yishun Ave 1,1.409228338,103.8290833
3159,Lentor Ave,Aft Yishun Ave 1,1.408858434,103.8292477
3160,Yishun Ave 2,Opp Yishun Sports Hall,1.412777472,103.8308396
3161,Yishun Ave 2,Yishun Sports Hall,1.413428716,103.831563
3162,Yishun Ave 2,Bef Khatib Stn,1.416254201,103.8325916
3163,Yishun Ave 2,Opp Khatib Stn,1.417009982,103.8333998
3164,Yishun Ave 2,Blk 790,1.419682702,103.8342967
3165,Yishun Ave 2,Blk 608,1.420546029,103.8349794
3166,Yishun Ave 2,Blk 763,1.425563992,103.8349582
3167,Yishun Ave 2,Opp Blk 757,1.426572948,103.8353696
3168,Yishun Ave 2,Yishun Stn Exit E,1.429383056,103.8354931
3169,Yishun Ave 2,Opp Yishun Stn,1.428681465,103.8354694
3170,Yishun Ave 2,Yishun Stn,1.429266069,103.835162
3171,Yishun Ring Rd,Blk 774,1.423714749,103.8316467
3172,Yishun Ring Rd,Opp Blk 774,1.423978611,103.8315575
3173,Yishun Ave 2,Blk 154,1.431652454,103.8351081
3174,Yishun Ave 2,Blk 220,1.432728355,103.8352254
3175,Yishun Ring Rd,Yishun Pr Sch,1.434202107,103.8330275
3176,Yishun Ring Rd,Opp Yishun Pr Sch,1.434398493,103.8332295
3177,Yishun Ave 5,Blk 701,1.430163951,103.8288845
3178,Yishun Ave 5,Opp Blk 701A,1.43037444,103.8279487
3179,Yishun Ring Rd,Blk 121,1.434538511,103.8299967
3180,Yishun Ring Rd,Opp Blk 121,1.434900043,103.8302676
3181,Yishun Ring Rd,Blk 137,1.43192546,103.8296918
3182,Yishun Ring Rd,Aft Chong Pang CC,1.431407493,103.8295566
3183,Yishun Ave 5,Blk 741,1.430343832,103.8327554
3184,Yishun Ave 5,Blk 145,1.430618611,103.83218
3185,Yishun Ave 5,Blk 151,1.430554662,103.8346707
3186,Yishun Ctrl,Opp Blk 201,1.43014844,103.8379316
3187,Yishun Ave 9,Blk 309,1.432265097,103.8401967
3188,Yishun Ave 9,Blk 241,1.432214395,103.8398833
3189,Yishun Ave 9,Opp Blk 245,1.434166111,103.8421883
3190,Yishun Ave 9,Blk 245,1.434253615,103.8420417
3191,Yishun Ave 6,Opp Northland Sec Sch,1.436490833,103.8421208
3192,Yishun Ave 6,Blk 250,1.436095537,103.8422494
3193,Yishun Ave 6,Opp Chongfu Pr Sch,1.438715884,103.8403522
3194,Yishun Ave 6,Blk 272,1.438566111,103.8402117
3195,Yishun Ave 7,Blk 289,1.440370278,103.8381736
3196,Yishun Ave 7,Opp Blk 288,1.440455262,103.8375763
3197,Yishun Ave 7,Opp Yishun Ind Pk A,1.439022993,103.8350279
3198,Yishun Ave 7,Yishun Ind Pk A,1.439015896,103.834164
3199,Yishun Ring Rd,Blk 227,1.4353797,103.8368075
3200,Yishun Ring Rd,Blk 291,1.43560782,103.8368437
3201,Yishun Ring Rd,Blk 236,1.434272216,103.8392293
3202,Yishun Ring Rd,Blk 257,1.434360863,103.8394374
3203,Yishun Ave 2,Opp Darul Makmur Mque,1.436691326,103.8336834
3204,Yishun Ave 2,Darul Makmur Mque,1.437167834,103.8337979
3205,Yishun Ave 7,Blk 174,1.437558035,103.8315914
3206,Yishun Ave 7,Opp Blk 174,1.437749714,103.8312528
3207,Yishun Ave 7,Blk 118,1.436283171,103.8285516
3208,Yishun Ave 7,Opp Ahmad Ibrahim Sec Sch,1.436704387,103.828805
3209,Yishun Ave 4,Blk 654,1.422806305,103.840704
3210,Yishun Ave 4,Blk 676 CP,1.421666307,103.8413889
3211,Yishun Ave 4,Blk 666,1.4189297,103.8407249
3212,Yishun Ave 4,Blk 671 CP,1.419100658,103.8410193
3213,Yishun Ring Rd,Blk 731,1.428574385,103.8305483
3214,Yishun Ring Rd,Jiemin Pr Sch,1.428261955,103.8306307
3215,Yishun Ring Rd,Blk 760,1.426048437,103.8321861
3216,Yishun Ring Rd,Yishun JC,1.426171667,103.8320108
3217,Yishun Ring Rd,Blk 794,1.420046739,103.8318023
3218,Yishun Ring Rd,Naval Base Sec Sch,1.419680292,103.831796
3219,Yishun Ave 3,Blk 773,1.422973728,103.8327672
3220,Yishun Ave 3,Blk 776,1.422735673,103.8337841
3221,Yishun Ctrl,Khoo Teck Puat Hosp,1.423671632,103.8386446
3222,Yishun Ctrl,Opp Khoo Teck Puat Hosp,1.42345056,103.8388243
3223,Yishun Ctrl,Opp Blk 322,1.428778889,103.8402289
3224,Yishun Ctrl,Blk 322,1.428441027,103.8407182
3225,Yishun St 61,Blk 602,1.422495295,103.8367055
3226,Yishun St 61,Blk 647,1.42214127,103.8368384
3227,Yishun St 61,Chung Cheng High Sch,1.420054142,103.8378703
3228,Yishun St 61,Opp Chung Cheng High Sch,1.419468522,103.8382398
3229,Yishun Ring Rd,Blk 314,1.431811316,103.8419602
3230,Yishun Ring Rd,Opp Blk 314,1.432020719,103.8420825
3231,Yishun Ring Rd,Blk 342B,1.430211074,103.8452311
3232,Yishun Ring Rd,Opp Blk 367,1.430267508,103.8455206
3233,Yishun Ring Rd,Blk 358,1.427054567,103.8461513
3234,Yishun Ring Rd,Evangel Family Ch,1.426638831,103.8464062
3235,Yishun Ring Rd,Blk 356,1.425214256,103.8457271
3236,Yishun Ring Rd,Blk 413,1.42525968,103.8459803
3237,Yishun Ring Rd,Blk 624,1.417628369,103.8351341
3238,Yishun Ring Rd,Blk 846,1.417426128,103.8350306
3239,Yishun Ring Rd,Blk 630,1.417780953,103.8376667
3240,Yishun Ring Rd,Blk 858,1.417810239,103.8383544
3241,Yishun Ave 4,Naval Base Pr Sch,1.415883889,103.8394833
3242,Yishun Ave 4,Opp Naval Base Pr Sch,1.415529722,103.8395392
3243,Yishun Ave 11,Bet Blks 349/350,1.425696137,103.8436074
3244,Yishun Ave 11,Opp Huamin Pr Sch,1.426373711,103.842595
3245,Yishun Ave 11,Opp Blk 419,1.423356251,103.8469594
3246,Yishun Ave 11,Blk 419,1.423579277,103.8474796
3247,Yishun Ave 1,Blk 430B,1.42111543,103.8490197
3248,Yishun Ave 1,OPP BLK 430B,1.420348124,103.8486515
3249,Yishun St 81,Blk 873,1.415424248,103.8364769
3250,Yishun St 81,Orchid Pk Condo,1.413250173,103.8345975
3251,Yishun Ave 1,Blk 871,1.412892533,103.8381068
3252,Yishun Ave 1,Opp Blk 871,1.412521209,103.837945
3253,Yishun St 71,Yishun Sec Sch,1.42716905,103.8289521
3254,Yishun Ave 2,Yishun Sapphire,1.440036613,103.8317108
3255,Yishun Ave 2,Opp Yishun Sapphire,1.440350529,103.8318143
3256,Yishun Ave 3,Opp Khatib Camp,1.423630187,103.8301807
3257,Yishun Ave 3,Khatib Camp,1.423139123,103.8305261
3258,Yishun Ave 3,Blk 722,1.425390082,103.8282247
3259,Yishun Ave 3,Opp Blk 722,1.425117764,103.8282131
3260,Yishun Ring Rd,Blk 798,1.418701415,103.8329338
3261,Yishun Ring Rd,Opp Blk 798,1.418493324,103.832939
3262,Yishun Ring Rd,Opp Northbrooks Sec Sch,1.420725591,103.8437333
3263,Yishun Ring Rd,Blk 456,1.4202643,103.8438985
3264,Yishun St 41,Blk 432C,1.419031233,103.84619
3265,Yishun St 41,Blk 505C,1.419656877,103.8447728
3266,Yishun Ave 6,Bet Blks 405/406,1.426536887,103.8494795
3267,Yishun Ave 6,Opp Blk 406,1.426408611,103.8496803
3268,Yishun Ave 6,BLK 391,1.429658013,103.8493774
3269,Yishun Ave 6,Opp Blk 392,1.428996111,103.8495614
3270,Yishun Ctrl 2,Opp Yishun Community Hosp,1.423625829,103.8366674
3271,Yishun Ctrl 2,Yishun Community Hosp,1.423352,103.836873
3272,Yishun Ave 6,Bet Blks 318A/318B,1.43416283,103.8441056
3273,Yishun Ring Rd,Opp Blk 445,1.423337781,103.8439739
3274,Yishun Ring Rd,Bet Blks 445/449,1.423181667,103.8441239
3275,Yishun St 31,Bet Blks 333C/333D,1.43152,103.8457231
3276,Yishun St 31,Opp Blk 333C,1.431440826,103.8457847
3277,Yishun Ave 11,Blk 348B,1.427116988,103.8416942
3278,Yishun Ctrl 1,Blk 932,1.426314916,103.8376286
3279,Yishun Ctrl 1,Opp Blk 932,1.426236394,103.8378428
3280,Yishun Ave 2,Bef Yishun Stn,1.427776209,103.8351872
3281,Yishun Ctrl,Blk 203,1.430531879,103.8362564
3282,Yishun Ctrl 1,Bef Blk 935,1.424868879,103.8360659
3283,Yishun Ctrl 1,Opp Blk 935,1.424651709,103.8360436
3284,Yishun Ctrl,Opp SAFRA Yishun,1.425481929,103.8402021
3285,Yishun Ctrl,Bef SAFRA Yishun,1.425992173,103.8406441
3286,Yishun Ring Rd,Blk 672C,1.418176826,103.8427933
3287,Yishun Ring Rd,Opp Blk 672C,1.417565449,103.842005
3288,Yishun Ave 1,Blk 816,1.411537119,103.8336799
3289,Yishun Ave 1,Opp Blk 816,1.411138119,103.833503
3290,Yishun Ave 1,Blk 512A,1.41412923,103.8414952
3291,Yishun Ave 1,Opp Blk 512A,1.414160119,103.8421469
3292,Yishun Ave 1,Opp Orchid Country Club,1.415548823,103.8446406
3293,Yishun Ave 1,Orchid Country Club,1.414990357,103.844333
3294,Yishun Ave 1,Opp The Shaughnessy,1.417255357,103.845908
3295,Yishun Ave 1,The Shaughnessy,1.417550357,103.846311
3296,Yishun Ave 1,Blk 504C,1.418496081,103.8432674
3297,Yishun Ave 1,Opp Yishun Street 43,1.424083056,103.8525185
3298,Yishun Ave 1,Bef Blk 469B,1.423216863,103.8512581
3299,Yishun Ave 1,Opp Blk 469B,1.423013889,103.8513639
3300,Kallang Bahru,BENDEMEER STN EXIT A,1.31471795,103.863768
3301,Kallang Bahru,BENDEMEER STN EXIT B,1.314798119,103.8641364
3302,Kallang Bahru,Chubb S'pore,1.318285961,103.8666987
3303,Kallang Bahru,Blk 16,1.317170457,103.8660014
3304,Kallang Bahru,BEF GEYLANG BAHRU STN,1.320409707,103.8700783
3305,Kallang Bahru,Opp Blk 66,1.319964738,103.8698304
3306,Boon Keng Rd,Opp Kallang Pl,1.314146401,103.8657147
3307,Boon Keng Rd,Bef Kallang Pl,1.314346389,103.8658625
3308,Jln Kolam Ayer,Aft Infineon,1.322765211,103.8740213
3309,Jln Kolam Ayer,Kallang Basin Swim Cplx,1.323359352,103.8725674
3310,Jln Kolam Ayer,Kolam Ayer Ind Est,1.327199248,103.8702822
3311,Jln Kolam Ayer,MOM Svcs Ctr,1.326856017,103.8695097
3312,Jln Toa Payoh,St. Andrew'S Village,1.329312261,103.866291
3313,Jln Toa Payoh,Opp St. Andrew'S Village,1.32865055,103.8661597
3314,Bendemeer Rd,Bef Lavender St,1.314564208,103.8608682
3315,S'goon Rd,Kwong Wai Shiu Hosp,1.317834213,103.8600404
3316,Bendemeer Rd,Opp Boon Keng Stn,1.318804315,103.8640971
3317,S'goon Rd,Boon Keng Stn/Blk 102,1.320088156,103.8617978
3318,Bendemeer Rd,Blk 44,1.322048616,103.8662898
3319,S'goon Rd,Opp Bendemeer Pr Sch,1.322587538,103.8638568
3320,Bendemeer Rd,Blk 54,1.324094766,103.867642
3321,S'goon Rd,St. Michael's Pl,1.324772897,103.8655673
3322,Bendemeer Rd,MOM Svcs Ctr,1.326340257,103.8683403
3323,S'goon Rd,Aft Moonstone Lane,1.327145618,103.8673854
3324,Boon Keng Rd,Blk 7,1.317183056,103.8619572
3325,Boon Keng Rd,Boon Keng Stn/Blk 22,1.317953056,103.8612789
3326,Upp S'goon Rd,18 Woodsville,1.329338889,103.8683861
3327,Upp S'goon Rd,Sant Ritz,1.329861339,103.868961
3328,MacPherson Rd,Aft Tai Thong Cres,1.328550718,103.8704967
3329,MacPherson Rd,Bef Siemens Ctr,1.328291927,103.8704918
3330,Geylang Bahru,BLK 73/GEYLANG BAHRU STN,1.322123806,103.8708143
3331,Geylang Bahru,Blk 68,1.322581087,103.8702401
3332,St. George'S Rd,Blk 1,1.323554614,103.8615916
3333,St. George'S Rd,Blk 14,1.323468,103.8619424
3334,St. Wilfred Rd,Blk 15,1.32450919,103.8615552
3335,Upp S'goon Rd,Potong Pasir Stn Exit C,1.331324716,103.8689179
3336,Upp S'goon Rd,Potong Pasir Stn Exit B,1.330990301,103.8692289
3337,Potong Pasir Ave 1,Blk 122,1.335211667,103.8666325
3338,Upp S'goon Rd,Blk 103,1.333392798,103.869464
